Date,1m,3m,6m,12m
04/04/2000,18.5224,18.5657,18.5205,18.4837
05/04/2000,18.5777,18.7533,18.7748,18.7
06/04/2000,18.6,18.8567,18.8645,18.8277
07/04/2000,18.5544,18.6807,18.6424,18.6444
08/04/2000,18.5544,18.6807,18.6424,18.6444
09/04/2000,18.5544,18.6807,18.6424,18.6444
10/04/2000,18.5697,18.6809,18.7268,18.7881
11/04/2000,18.5947,18.7895,18.8573,18.9411
12/04/2000,18.658,18.8019,18.9295,19.0446
13/04/2000,18.8164,19.0686,19.3004,19.365
14/04/2000,18.803,19.1965,19.5552,19.8955
15/04/2000,18.803,19.1965,19.5552,19.8955
16/04/2000,18.803,19.1965,19.5552,19.8955
17/04/2000,18.8611,19.3827,19.7782,19.9368
18/04/2000,18.6585,18.8536,19.3582,19.6519
19/04/2000,18.7584,18.9063,19.365,19.6318
20/04/2000,18.7942,18.9982,19.4356,19.706
21/04/2000,18.7942,18.9982,19.4356,19.706
22/04/2000,18.7942,18.9982,19.4356,19.706
23/04/2000,18.7942,18.9982,19.4356,19.706
24/04/2000,18.8095,19.2563,19.8396,20.1058
25/04/2000,18.8322,19.2039,19.6853,20.0702
26/04/2000,18.7789,19.2301,19.8623,20.2076
27/04/2000,18.7139,19.173,19.6306,20.1494
28/04/2000,18.8635,19.1553,19.6601,20.2251
29/04/2000,18.8635,19.1553,19.6601,20.2251
30/04/2000,18.8635,19.1553,19.6601,20.2251
01/05/2000,18.8635,19.1553,19.6601,20.2251
02/05/2000,18.847,19.2733,19.9305,20.6528
03/05/2000,18.9114,19.4089,20.3832,21.4914
04/05/2000,19.0447,19.8765,21.0081,22.2831
05/05/2000,18.7425,19.2165,20.2535,21.3474
06/05/2000,18.7425,19.2165,20.2535,21.3474
07/05/2000,18.7425,19.2165,20.2535,21.3474
08/05/2000,18.7518,19.2074,20.3692,21.6172
09/05/2000,18.7676,19.1115,20.0877,21.5251
10/05/2000,18.7745,19.0855,20.0657,21.5979
11/05/2000,18.7716,19.1387,20.3211,21.8438
12/05/2000,18.8758,19.2945,20.5787,21.9974
13/05/2000,18.8758,19.2945,20.5787,21.9974
14/05/2000,18.8758,19.2945,20.5787,21.9974
15/05/2000,18.8631,19.2131,20.2487,21.5958
16/05/2000,18.7895,19.0985,20.1199,21.2428
17/05/2000,18.8228,19.1352,20.2172,21.3558
18/05/2000,18.8949,19.3202,20.4846,21.6198
19/05/2000,18.9278,19.4375,20.7759,21.9128
20/05/2000,18.9278,19.4375,20.7759,21.9128
21/05/2000,18.9278,19.4375,20.7759,21.9128
22/05/2000,19.0688,19.6165,21.031,22.3101
23/05/2000,19.0364,19.7034,21.1792,22.5015
24/05/2000,18.9076,19.3489,20.7061,22.0304
25/05/2000,18.8854,19.2775,20.7166,21.9662
26/05/2000,18.7234,19.1641,20.4541,21.7658
27/05/2000,18.7234,19.1641,20.4541,21.7658
28/05/2000,18.7234,19.1641,20.4541,21.7658
29/05/2000,18.732,19.1641,20.4415,21.6711
30/05/2000,18.6886,19.0766,20.1944,21.4398
31/05/2000,18.611,19.034000000000002,20.0357,21.225
01/06/2000,18.6952,18.9563,19.6932,20.6713
02/06/2000,18.5708,18.7906,19.3036,20.2087
03/06/2000,18.5708,18.7906,19.3036,20.2087
04/06/2000,18.5708,18.7906,19.3036,20.2087
05/06/2000,18.5555,18.7696,19.2887,20.1142
06/06/2000,18.5018,18.7213,19.352,20.2325
07/06/2000,18.454,18.6182,19.1938,20.1004
08/06/2000,18.4201,18.6138,19.3093,20.1813
09/06/2000,18.4703,18.6142,19.2136,20.0552
10/06/2000,18.4703,18.6142,19.2136,20.0552
11/06/2000,18.4703,18.6142,19.2136,20.0552
12/06/2000,18.4614,18.682000000000002,19.3107,20.1467
13/06/2000,18.3909,18.5753,19.1301,19.9416
14/06/2000,18.3663,18.5362,19.0261,19.8943
15/06/2000,18.4358,18.5126,18.9814,19.717
16/06/2000,18.2994,18.4351,18.9331,19.5967
17/06/2000,18.2994,18.4351,18.9331,19.5967
18/06/2000,18.2994,18.4351,18.9331,19.5967
19/06/2000,18.1968,18.3901,18.8491,19.4383
20/06/2000,18.2597,18.4043,18.8105,19.3421
21/06/2000,17.4224,17.5023,17.8918,18.406
22/06/2000,17.4224,17.5023,17.8918,18.406
23/06/2000,17.5459,17.7191,18.2407,18.866
24/06/2000,17.5459,17.7191,18.2407,18.866
25/06/2000,17.5459,17.7191,18.2407,18.866
26/06/2000,17.416,17.633,18.1168,18.7601
27/06/2000,17.3276,17.5103,18.007,18.7045
28/06/2000,17.1824,17.410999999999998,17.9684,18.6973
29/06/2000,17.2534,17.3856,17.9278,18.5965
30/06/2000,17.2637,17.4923,18.0719,18.7104
01/07/2000,17.2637,17.4923,18.0719,18.7104
02/07/2000,17.2637,17.4923,18.0719,18.7104
03/07/2000,17.2656,17.3686,17.9113,18.5374
04/07/2000,17.246,17.4189,17.9918,18.5502
05/07/2000,17.2445,17.4235,17.820999999999998,18.3124
06/07/2000,17.3045,17.4375,17.8229,18.2476
07/07/2000,17.296,17.422,17.785999999999998,18.2592
08/07/2000,17.296,17.422,17.785999999999998,18.2592
09/07/2000,17.296,17.422,17.785999999999998,18.2592
10/07/2000,17.0329,17.2529,17.6818,18.175
11/07/2000,17.0566,17.3958,17.8966,18.3932
12/07/2000,16.994,17.3736,17.9276,18.5801
13/07/2000,17.0708,17.5688,18.2504,18.977
14/07/2000,17.0244,17.3868,17.9928,18.7426
15/07/2000,17.0244,17.3868,17.9928,18.7426
16/07/2000,17.0244,17.3868,17.9928,18.7426
17/07/2000,16.9151,17.1846,17.7357,18.4206
18/07/2000,17.0114,17.2581,17.8805,18.5774
19/07/2000,16.9738,17.2746,17.9506,18.6067
20/07/2000,16.652,16.9669,17.6314,18.385
21/07/2000,16.666,16.9085,17.4458,18.1661
22/07/2000,16.666,16.9085,17.4458,18.1661
23/07/2000,16.666,16.9085,17.4458,18.1661
24/07/2000,16.58,16.8434,17.3372,17.9845
25/07/2000,16.6413,16.8978,17.3947,17.8399
26/07/2000,16.6141,16.8644,17.2746,17.7365
27/07/2000,16.6063,16.8615,17.2876,17.7754
28/07/2000,16.6167,16.9056,17.3569,17.8548
29/07/2000,16.6167,16.9056,17.3569,17.8548
30/07/2000,16.6167,16.9056,17.3569,17.8548
31/07/2000,16.5093,16.8626,17.3414,17.9551
01/08/2000,16.4405,16.8089,17.33,17.9823
02/08/2000,16.4953,16.7978,17.2489,17.8533
03/08/2000,16.4697,16.6052,16.9768,17.6068
04/08/2000,16.3874,16.5685,16.8985,17.555999999999997
05/08/2000,16.3874,16.5685,16.8985,17.555999999999997
06/08/2000,16.3874,16.5685,16.8985,17.555999999999997
07/08/2000,16.3678,16.5633,16.8936,17.5368
08/08/2000,16.375999999999998,16.570999999999998,16.8643,17.4252
09/08/2000,16.3863,16.5582,16.8014,17.3568
10/08/2000,16.3822,16.4838,16.6928,17.1693
11/08/2000,16.3533,16.442999999999998,16.5933,16.9458
12/08/2000,16.3533,16.442999999999998,16.5933,16.9458
13/08/2000,16.3533,16.442999999999998,16.5933,16.9458
14/08/2000,16.3168,16.2948,16.4287,16.8029
15/08/2000,16.3766,16.3859,16.5367,16.9666
16/08/2000,16.4152,16.5122,16.7618,17.1947
17/08/2000,16.3679,16.4318,16.6285,16.9844
18/08/2000,16.3676,16.5463,16.8347,17.2483
19/08/2000,16.3676,16.5463,16.8347,17.2483
20/08/2000,16.3676,16.5463,16.8347,17.2483
21/08/2000,16.3763,16.5434,16.8062,17.1966
22/08/2000,16.3401,16.3603,16.5602,16.9254
23/08/2000,16.3607,16.4226,16.6137,17.0922
24/08/2000,16.5096,16.4932,16.6272,17.0487
25/08/2000,16.5056,16.5714,16.7617,17.1385
26/08/2000,16.5056,16.5714,16.7617,17.1385
27/08/2000,16.5056,16.5714,16.7617,17.1385
28/08/2000,16.5451,16.6519,16.9024,17.2619
29/08/2000,16.5589,16.6059,16.7899,17.1416
30/08/2000,16.5612,16.6171,16.8357,17.1486
31/08/2000,16.551,16.6929,16.8542,17.1344
01/09/2000,16.5139,16.6637,16.8517,17.1443
02/09/2000,16.5139,16.6637,16.8517,17.1443
03/09/2000,16.5139,16.6637,16.8517,17.1443
04/09/2000,16.4652,16.6315,16.8693,17.1544
05/09/2000,16.5352,16.6083,16.8041,17.1046
06/09/2000,16.4998,16.5638,16.735,17.0139
07/09/2000,16.4998,16.5638,16.735,17.0139
08/09/2000,16.4846,16.5582,16.6895,16.9309
09/09/2000,16.4846,16.5582,16.6895,16.9309
10/09/2000,16.4846,16.5582,16.6895,16.9309
11/09/2000,16.5396,16.6135,16.7257,16.9482
12/09/2000,16.5809,16.6711,16.8432,17.0942
13/09/2000,16.5907,16.6279,16.8072,17.0595
14/09/2000,16.6205,16.7156,16.9036,17.1874
15/09/2000,16.6205,16.7446,17.0036,17.2939
16/09/2000,16.6205,16.7446,17.0036,17.2939
17/09/2000,16.6205,16.7446,17.0036,17.2939
18/09/2000,16.634,16.813,17.1582,17.5319
19/09/2000,16.6266,16.7843,17.072,17.4273
20/09/2000,16.6243,16.7928,17.0704,17.4168
21/09/2000,16.6085,16.7481,17.0263,17.3705
22/09/2000,16.5879,16.6905,16.9361,17.2781
23/09/2000,16.5879,16.6905,16.9361,17.2781
24/09/2000,16.5879,16.6905,16.9361,17.2781
25/09/2000,16.6052,16.649,16.8969,17.2189
26/09/2000,16.5326,16.637,16.8584,17.2063
27/09/2000,16.5099,16.5955,16.8444,17.1714
28/09/2000,16.4851,16.5275,16.7128,17.04
29/09/2000,16.4808,16.567,16.7643,17.0648
30/09/2000,16.4808,16.567,16.7643,17.0648
01/10/2000,16.4808,16.567,16.7643,17.0648
02/10/2000,16.5214,16.6149,16.8535,17.1723
03/10/2000,16.4975,16.5974,16.8281,17.1519
04/10/2000,16.5247,16.5841,16.7679,17.0774
05/10/2000,16.5425,16.581,16.7101,16.9813
06/10/2000,16.5392,16.6648,16.8411,17.1102
07/10/2000,16.5392,16.6648,16.8411,17.1102
08/10/2000,16.5392,16.6648,16.8411,17.1102
09/10/2000,16.5214,16.593,16.755,17.0437
10/10/2000,16.5483,16.5813,16.7804,17.095
11/10/2000,16.5458,16.6018,16.8074,17.1145
12/10/2000,16.5458,16.6018,16.8074,17.1145
13/10/2000,16.5967,16.7501,16.9565,17.2829
14/10/2000,16.5967,16.7501,16.9565,17.2829
15/10/2000,16.5967,16.7501,16.9565,17.2829
16/10/2000,16.5861,16.6917,16.895,17.2095
17/10/2000,16.602,16.7551,17.0306,17.3239
18/10/2000,16.6235,16.7179,16.9792,17.3125
19/10/2000,16.6312,16.7723,17.0252,17.3347
20/10/2000,16.637999999999998,16.8262,17.1858,17.4979
21/10/2000,16.637999999999998,16.8262,17.1858,17.4979
22/10/2000,16.637999999999998,16.8262,17.1858,17.4979
23/10/2000,16.65,16.9038,17.2787,17.6322
24/10/2000,16.6999,17.002,17.3842,17.7963
25/10/2000,16.7947,17.1893,17.6859,18.1866
26/10/2000,16.8481,17.2569,17.8064,18.2744
27/10/2000,16.6923,17.0509,17.474,17.9049
28/10/2000,16.6923,17.0509,17.474,17.9049
29/10/2000,16.6923,17.0509,17.474,17.9049
30/10/2000,16.6987,16.9946,17.3881,17.7973
31/10/2000,16.6535,16.9021,17.2722,17.6828
01/11/2000,16.6867,17.0005,17.4149,17.8948
02/11/2000,16.6867,17.0005,17.4149,17.8948
03/11/2000,16.8847,17.3279,17.9106,18.4788
04/11/2000,16.8847,17.3279,17.9106,18.4788
05/11/2000,16.8847,17.3279,17.9106,18.4788
06/11/2000,16.7251,17.2494,17.7415,18.255
07/11/2000,16.8169,17.3883,18.0399,18.5407
08/11/2000,16.9354,17.5894,18.3982,18.9447
09/11/2000,17.1182,17.8679,18.4759,19.0493
10/11/2000,16.8491,17.394000000000002,18.0373,18.5923
11/11/2000,16.8491,17.394000000000002,18.0373,18.5923
12/11/2000,16.8491,17.394000000000002,18.0373,18.5923
13/11/2000,16.7355,17.139,17.7585,18.29
14/11/2000,16.7855,17.1642,17.6802,18.1876
15/11/2000,16.7855,17.1642,17.6802,18.1876
16/11/2000,16.7267,17.087,17.5254,17.9768
17/11/2000,16.7686,17.1137,17.552,18.0177
18/11/2000,16.7686,17.1137,17.552,18.0177
19/11/2000,16.7686,17.1137,17.552,18.0177
20/11/2000,16.6521,16.8479,17.2205,17.6386
21/11/2000,16.6423,16.8363,17.2298,17.6549
22/11/2000,16.5215,16.784000000000002,17.2219,17.6915
23/11/2000,16.6986,17.205,17.7525,18.2891
24/11/2000,16.6856,17.1939,17.636,18.081
25/11/2000,16.6856,17.1939,17.636,18.081
26/11/2000,16.6856,17.1939,17.636,18.081
27/11/2000,16.6769,17.3351,17.8638,18.2961
28/11/2000,16.7549,17.2711,17.7932,18.2138
29/11/2000,16.7177,17.2262,17.6733,18.0928
30/11/2000,16.7723,17.3589,17.9777,18.4491
01/12/2000,16.757,17.2996,17.9253,18.3548
02/12/2000,16.757,17.2996,17.9253,18.3548
03/12/2000,16.757,17.2996,17.9253,18.3548
04/12/2000,16.6613,17.3076,17.9277,18.362000000000002
05/12/2000,16.6128,17.0843,17.5677,18.0172
06/12/2000,16.5491,16.8581,17.3931,17.9003
07/12/2000,16.427,16.7572,17.1756,17.7608
08/12/2000,16.4099,16.5896,17.0042,17.558
09/12/2000,16.4099,16.5896,17.0042,17.558
10/12/2000,16.4099,16.5896,17.0042,17.558
11/12/2000,16.3993,16.5962,17.0209,17.6136
12/12/2000,16.3621,16.5866,17.0341,17.5893
13/12/2000,16.2721,16.4024,16.7737,17.2848
14/12/2000,16.2052,16.3608,16.7041,17.2671
15/12/2000,16.186,16.361,16.7277,17.2363
16/12/2000,16.186,16.361,16.7277,17.2363
17/12/2000,16.186,16.361,16.7277,17.2363
18/12/2000,16.1075,16.2658,16.6263,17.1273
19/12/2000,16.0291,16.2165,16.5592,17.0585
20/12/2000,16.0899,16.3916,16.7632,17.25
21/12/2000,15.8921,16.0603,16.3943,16.8756
22/12/2000,15.8308,16.078,16.4512,16.9481
23/12/2000,15.8308,16.078,16.4512,16.9481
24/12/2000,15.8308,16.078,16.4512,16.9481
25/12/2000,15.8308,16.078,16.4512,16.9481
26/12/2000,15.8422,16.0721,16.454,16.949
27/12/2000,15.8416,15.9971,16.3569,16.8523
28/12/2000,15.7596,15.8777,16.1992,16.7235
29/12/2000,15.7805,15.8908,16.2227,16.7302
30/12/2000,15.7805,15.8908,16.2227,16.7302
31/12/2000,15.7805,15.8908,16.2227,16.7302
01/01/2001,15.7805,15.8908,16.2227,16.7302
02/01/2001,15.7582,15.9014,16.2765,16.7858
03/01/2001,15.7109,15.6714,15.9315,16.3943
04/01/2001,15.6191,15.6204,15.9076,16.4057
05/01/2001,15.5935,15.5687,15.9348,16.4189
06/01/2001,15.5935,15.5687,15.9348,16.4189
07/01/2001,15.5935,15.5687,15.9348,16.4189
08/01/2001,15.5757,15.5469,15.9301,16.429000000000002
09/01/2001,15.5202,15.4356,15.6843,16.1481
10/01/2001,15.485,15.4965,15.7541,16.2184
11/01/2001,15.4375,15.5154,15.7475,16.2173
12/01/2001,15.3868,15.4823,15.7138,16.1905
13/01/2001,15.3868,15.4823,15.7138,16.1905
14/01/2001,15.3868,15.4823,15.7138,16.1905
15/01/2001,15.3608,15.4478,15.7001,16.1879
16/01/2001,15.401,15.472000000000001,15.6955,16.1692
17/01/2001,15.2809,15.3915,15.6359,16.0486
18/01/2001,15.3351,15.3523,15.5334,15.9121
19/01/2001,15.2925,15.3278,15.5071,15.865
20/01/2001,15.2925,15.3278,15.5071,15.865
21/01/2001,15.2925,15.3278,15.5071,15.865
22/01/2001,15.2724,15.3141,15.5127,15.8581
23/01/2001,15.2383,15.2403,15.3926,15.7231
24/01/2001,15.2289,15.1952,15.3511,15.6766
25/01/2001,15.2191,15.1954,15.3476,15.6341
26/01/2001,15.1232,15.0856,15.2182,15.5215
27/01/2001,15.1232,15.0856,15.2182,15.5215
28/01/2001,15.1232,15.0856,15.2182,15.5215
29/01/2001,15.0995,15.0633,15.1799,15.4509
30/01/2001,15.0589,15.0514,15.1412,15.4626
31/01/2001,15.0848,15.0158,15.1253,15.4823
01/02/2001,15.0795,15.0584,15.2727,15.7258
02/02/2001,15.0651,15.0692,15.2933,15.7618
03/02/2001,15.0651,15.0692,15.2933,15.7618
04/02/2001,15.0651,15.0692,15.2933,15.7618
05/02/2001,15.0843,15.1561,15.3898,15.8854
06/02/2001,15.1196,15.1907,15.4437,15.9289
07/02/2001,15.1629,15.2411,15.5171,16.0201
08/02/2001,15.1057,15.1343,15.3695,15.8309
09/02/2001,15.0602,15.1099,15.31,15.7467
10/02/2001,15.0602,15.1099,15.31,15.7467
11/02/2001,15.0602,15.1099,15.31,15.7467
12/02/2001,15.1246,15.1363,15.3425,15.7703
13/02/2001,15.1282,15.1386,15.3274,15.8156
14/02/2001,15.0593,15.0896,15.3032,15.8076
15/02/2001,15.1579,15.2395,15.468,15.9326
16/02/2001,15.315,15.33,15.5707,16.0416
17/02/2001,15.315,15.33,15.5707,16.0416
18/02/2001,15.315,15.33,15.5707,16.0416
19/02/2001,15.4218,15.4507,15.7229,16.2675
20/02/2001,15.3873,15.4982,15.7682,16.3059
21/02/2001,15.4812,15.6526,16.0532,16.5406
22/02/2001,15.2433,15.4649,15.7996,16.3953
23/02/2001,15.3581,15.4047,15.765999999999998,16.2974
24/02/2001,15.3581,15.4047,15.765999999999998,16.2974
25/02/2001,15.3581,15.4047,15.765999999999998,16.2974
26/02/2001,15.3581,15.4047,15.765999999999998,16.2974
27/02/2001,15.3581,15.4047,15.765999999999998,16.2974
28/02/2001,15.2831,15.464,15.8974,16.4815
01/03/2001,15.2774,15.4027,15.774000000000001,16.3417
02/03/2001,15.2435,15.3317,15.6703,16.1859
03/03/2001,15.2435,15.3317,15.6703,16.1859
04/03/2001,15.2435,15.3317,15.6703,16.1859
05/03/2001,15.2595,15.3843,15.6976,16.2351
06/03/2001,15.2264,15.3817,15.6892,16.2831
07/03/2001,15.219000000000001,15.3638,15.6765,16.278
08/03/2001,15.2531,15.4328,15.8158,16.4461
09/03/2001,15.2122,15.385,15.7332,16.372
10/03/2001,15.2122,15.385,15.7332,16.372
11/03/2001,15.2122,15.385,15.7332,16.372
12/03/2001,15.2352,15.4841,15.923,16.5879
13/03/2001,15.292,15.6006,16.0586,16.7006
14/03/2001,15.3957,15.7819,16.2642,16.9056
15/03/2001,16.3535,16.7847,17.1859,17.5287
16/03/2001,16.2015,17.1074,17.5505,17.8163
17/03/2001,16.2015,17.1074,17.5505,17.8163
18/03/2001,16.2015,17.1074,17.5505,17.8163
19/03/2001,16.9806,18.0039,18.3159,18.4087
20/03/2001,16.1012,17.0294,17.3934,17.6891
21/03/2001,16.512,17.5318,17.9702,18.2104
22/03/2001,19.4144,20.7022,20.8929,20.8749
23/03/2001,18.9362,20.6711,21.1451,21.0884
24/03/2001,18.9362,20.6711,21.1451,21.0884
25/03/2001,18.9362,20.6711,21.1451,21.0884
26/03/2001,17.1194,18.6264,19.2468,19.4643
27/03/2001,16.7391,18.0014,18.5705,18.9372
28/03/2001,16.8378,18.0706,18.6489,18.9611
29/03/2001,17.5749,19.3989,20.0762,20.1014
30/03/2001,16.6103,18.8379,19.684,19.8455
31/03/2001,16.6103,18.8379,19.684,19.8455
01/04/2001,16.6103,18.8379,19.684,19.8455
02/04/2001,16.6895,18.4222,19.2641,19.5514
03/04/2001,17.0028,18.736,19.5199,19.8196
04/04/2001,16.9578,18.6992,19.4869,19.7702
05/04/2001,16.6894,18.2488,18.9493,19.2846
06/04/2001,16.562,18.2687,18.9916,19.3982
07/04/2001,16.562,18.2687,18.9916,19.3982
08/04/2001,16.562,18.2687,18.9916,19.3982
09/04/2001,16.5652,17.896,18.622,19.1505
10/04/2001,16.4719,17.4634,18.3162,18.9014
11/04/2001,16.6995,17.8926,18.8522,19.3853
12/04/2001,16.969,18.2629,19.2536,19.8318
13/04/2001,16.969,18.2629,19.2536,19.8318
14/04/2001,16.969,18.2629,19.2536,19.8318
15/04/2001,16.969,18.2629,19.2536,19.8318
16/04/2001,18.3676,20.1139,21.1441,21.5318
17/04/2001,17.307000000000002,19.1346,20.5153,20.9842
18/04/2001,17.2741,18.8648,20.354,21.0024
19/04/2001,17.436,19.4665,21.0827,21.7934
20/04/2001,21.1811,22.2316,23.0347,23.0998
21/04/2001,21.1811,22.2316,23.0347,23.0998
22/04/2001,21.1811,22.2316,23.0347,23.0998
23/04/2001,19.4522,21.5291,22.4016,22.6563
24/04/2001,19.5121,21.4593,22.4222,22.7248
25/04/2001,20.0103,21.6835,22.8221,23.2873
26/04/2001,18.4484,19.8808,21.1984,21.7078
27/04/2001,17.7258,19.2808,20.4379,20.9499
28/04/2001,17.7258,19.2808,20.4379,20.9499
29/04/2001,17.7258,19.2808,20.4379,20.9499
30/04/2001,17.7922,19.7373,21.0102,21.5597
01/05/2001,17.7922,19.7373,21.0102,21.5597
02/05/2001,17.9133,20.095,21.6522,22.2763
03/05/2001,17.4596,19.051,20.5899,21.1795
04/05/2001,17.2789,18.834,20.3231,20.9431
05/05/2001,17.2789,18.834,20.3231,20.9431
06/05/2001,17.2789,18.834,20.3231,20.9431
07/05/2001,17.3565,19.2583,20.7501,21.3633
08/05/2001,17.1995,19.0778,21.049,21.6532
09/05/2001,17.195,19.0872,21.2596,22.0288
10/05/2001,17.072,18.618,20.5591,21.4928
11/05/2001,17.5978,19.6655,21.7073,22.59
12/05/2001,17.5978,19.6655,21.7073,22.59
13/05/2001,17.5978,19.6655,21.7073,22.59
14/05/2001,17.8519,20.17,22.3315,23.1567
15/05/2001,17.6572,19.6539,21.9057,22.8988
16/05/2001,17.4437,19.1288,21.2902,22.6749
17/05/2001,17.5301,19.1525,21.318,22.9027
18/05/2001,17.6711,19.2647,21.3275,22.4865
19/05/2001,17.6711,19.2647,21.3275,22.4865
20/05/2001,17.6711,19.2647,21.3275,22.4865
21/05/2001,17.6538,18.9972,20.9818,22.3859
22/05/2001,17.9515,19.4839,21.5674,22.8169
23/05/2001,18.2913,19.9612,22.1463,23.2913
24/05/2001,17.6468,19.0716,21.5014,23.0398
25/05/2001,17.6519,18.7986,21.1792,22.9487
26/05/2001,17.6519,18.7986,21.1792,22.9487
27/05/2001,17.6519,18.7986,21.1792,22.9487
28/05/2001,17.6464,18.814,21.08,22.6115
29/05/2001,17.6087,18.8437,21.1261,22.6212
30/05/2001,17.5881,18.832,20.965999999999998,22.553
31/05/2001,17.7776,18.9847,21.474,23.107
01/06/2001,18.0941,19.4093,21.5629,23.0698
02/06/2001,18.0941,19.4093,21.5629,23.0698
03/06/2001,18.0941,19.4093,21.5629,23.0698
04/06/2001,17.6232,18.7861,20.5896,22.4299
05/06/2001,17.4782,18.4292,20.1321,21.963
06/06/2001,17.4902,18.404,19.7698,21.2358
07/06/2001,17.4068,18.2502,19.4967,20.9871
08/06/2001,17.3633,18.2586,19.4575,20.7482
09/06/2001,17.3633,18.2586,19.4575,20.7482
10/06/2001,17.3633,18.2586,19.4575,20.7482
11/06/2001,17.4063,18.432000000000002,19.6996,21.1289
12/06/2001,17.3664,18.4158,19.8181,21.4309
13/06/2001,17.5356,18.4332,19.9511,21.5719
14/06/2001,17.5356,18.4332,19.9511,21.5719
15/06/2001,17.7572,18.9159,20.5807,22.388
16/06/2001,17.7572,18.9159,20.5807,22.388
17/06/2001,17.7572,18.9159,20.5807,22.388
18/06/2001,18.9698,20.6478,22.2733,23.6236
19/06/2001,18.9338,20.4924,22.2003,23.5205
20/06/2001,18.8002,20.0563,21.6569,23.1092
21/06/2001,18.5957,19.637999999999998,21.096,22.5533
22/06/2001,18.4414,19.2682,20.4826,21.8245
23/06/2001,18.4414,19.2682,20.4826,21.8245
24/06/2001,18.4414,19.2682,20.4826,21.8245
25/06/2001,18.4875,19.4222,20.6779,21.9645
26/06/2001,18.7445,20.0427,21.4837,22.8128
27/06/2001,19.0391,20.6,22.2728,23.5197
28/06/2001,19.2237,20.7262,22.5744,24.0096
29/06/2001,19.2078,20.965,22.6688,24.01
30/06/2001,19.2078,20.965,22.6688,24.01
01/07/2001,19.2078,20.965,22.6688,24.01
02/07/2001,19.2493,20.6509,22.4098,23.7849
03/07/2001,19.9075,21.7004,23.2829,24.6325
04/07/2001,20.5687,22.7991,24.2463,25.379
05/07/2001,22.4667,24.3713,25.7959,26.7611
06/07/2001,21.1222,23.256999999999998,24.4815,26.0214
07/07/2001,21.1222,23.256999999999998,24.4815,26.0214
08/07/2001,21.1222,23.256999999999998,24.4815,26.0214
09/07/2001,21.2516,23.3493,24.5271,26.086
10/07/2001,23.1437,25.539,26.4765,27.3614
11/07/2001,23.004,25.7941,26.5758,27.5613
12/07/2001,24.0766,26.6898,26.9231,27.578000000000003
13/07/2001,23.6988,26.34,26.5755,27.3308
14/07/2001,23.6988,26.34,26.5755,27.3308
15/07/2001,23.6988,26.34,26.5755,27.3308
16/07/2001,22.4524,25.1343,25.6175,26.3251
17/07/2001,22.4518,24.2385,25.0468,25.8952
18/07/2001,22.2619,24.6037,25.4508,26.4838
19/07/2001,21.711,24.2364,25.2439,26.3044
20/07/2001,21.0442,23.6488,24.7049,25.8941
21/07/2001,21.0442,23.6488,24.7049,25.8941
22/07/2001,21.0442,23.6488,24.7049,25.8941
23/07/2001,20.3967,22.7861,23.8527,24.9566
24/07/2001,20.9059,23.5865,24.5629,25.6614
25/07/2001,20.5586,23.0778,24.2395,25.1393
26/07/2001,20.7711,23.1839,24.4366,25.3837
27/07/2001,21.0645,23.2919,24.5008,25.5672
28/07/2001,21.0645,23.2919,24.5008,25.5672
29/07/2001,21.0645,23.2919,24.5008,25.5672
30/07/2001,20.8979,23.0441,24.2205,25.3892
31/07/2001,20.7697,23.4654,24.7684,25.9019
01/08/2001,20.8632,23.5521,24.951999999999998,26.0809
02/08/2001,20.6586,23.3778,24.8819,26.0263
03/08/2001,20.889,23.575,25.0709,26.381
04/08/2001,20.889,23.575,25.0709,26.381
05/08/2001,20.889,23.575,25.0709,26.381
06/08/2001,20.4544,22.680999999999997,23.8513,24.9972
07/08/2001,20.6574,22.7289,23.9501,25.0615
08/08/2001,20.1673,21.9179,23.1595,24.2557
09/08/2001,20.4558,22.2571,23.5111,24.7361
10/08/2001,20.2981,22.1628,23.4837,24.7042
11/08/2001,20.2981,22.1628,23.4837,24.7042
12/08/2001,20.2981,22.1628,23.4837,24.7042
13/08/2001,20.3244,22.4109,23.8609,25.2041
14/08/2001,20.5659,22.9374,24.4423,25.861
15/08/2001,20.3763,22.4066,23.8843,25.2379
16/08/2001,20.1667,22.0157,23.53,24.9059
17/08/2001,20.4885,22.2868,23.9184,25.4623
18/08/2001,20.4885,22.2868,23.9184,25.4623
19/08/2001,20.4885,22.2868,23.9184,25.4623
20/08/2001,20.2541,22.0579,23.6946,25.2225
21/08/2001,20.7636,22.5779,24.177,25.6724
22/08/2001,19.9049,21.496,23.2355,24.9109
23/08/2001,20.006,21.6218,23.5327,25.307
24/08/2001,19.9163,21.4109,23.3966,25.4394
25/08/2001,19.9163,21.4109,23.3966,25.4394
26/08/2001,19.9163,21.4109,23.3966,25.4394
27/08/2001,20.0417,21.5656,23.5587,25.3813
28/08/2001,19.7751,21.3008,23.2084,24.9638
29/08/2001,19.7091,21.0102,22.874000000000002,24.5496
30/08/2001,19.8163,21.1839,23.0544,24.6526
31/08/2001,19.7217,21.1484,23.0247,24.7037
01/09/2001,19.7217,21.1484,23.0247,24.7037
02/09/2001,19.7217,21.1484,23.0247,24.7037
03/09/2001,19.5486,20.8278,22.8536,24.5914
04/09/2001,19.521,20.3805,22.1953,24.0816
05/09/2001,19.5814,20.5349,22.3617,24.2246
